ObservationDate,SNo,Confirmed,Deaths,Recovered,log_Confirmed,log_Deaths,log_Recovered,date_sec
05/18/2020,26029,533.0,21.0,21.0,2.7267272090265724,1.3222192947339193,1.3222192947339193,1589760000
03/26/2020,8878,52.0,1.0,0.0,1.7160033436347992,0.0,-inf,1585180800
03/27/2020,9185,68.0,1.0,0.0,1.8325089127062364,0.0,-inf,1585267200
03/28/2020,9492,95.0,1.0,3.0,1.9777236052888478,0.0,0.47712125471966244,1585353600
03/29/2020,9803,110.0,3.0,3.0,2.041392685158225,0.47712125471966244,0.47712125471966244,1585440000
03/30/2020,10115,139.0,7.0,3.0,2.143014800254095,0.8450980400142568,0.47712125471966244,1585526400
03/31/2020,10428,141.0,7.0,3.0,2.1492191126553797,0.8450980400142568,0.47712125471966244,1585612800
04/01/2020,10741,172.0,10.0,3.0,2.2355284469075487,1.0,0.47712125471966244,1585699200
04/02/2020,11054,219.0,14.0,3.0,2.3404441148401185,1.146128035678238,0.47712125471966244,1585785600
04/03/2020,11369,222.0,15.0,3.0,2.346352974450639,1.1760912590556813,0.47712125471966244,1585872000
04/04/2020,11684,264.0,15.0,3.0,2.4216039268698313,1.1760912590556813,0.47712125471966244,1585958400
04/05/2020,12000,268.0,22.0,6.0,2.428134794028789,1.3424226808222062,0.7781512503836436,1586044800
04/06/2020,12319,298.0,22.0,6.0,2.4742162640762553,1.3424226808222062,0.7781512503836436,1586131200
04/07/2020,12639,305.0,22.0,6.0,2.484299839346786,1.3424226808222062,0.7781512503836436,1586217600
04/08/2020,12959,312.0,22.0,6.0,2.494154594018443,1.3424226808222062,0.7781512503836436,1586304000
04/09/2020,13279,343.0,23.0,6.0,2.5352941200427703,1.3617278360175928,0.7781512503836436,1586390400
04/10/2020,13599,382.0,23.0,7.0,2.582063362911709,1.3617278360175928,0.8450980400142568,1586476800
04/11/2020,13920,392.0,24.0,7.0,2.593286067020457,1.380211241711606,0.8450980400142568,1586563200
04/12/2020,14241,393.0,25.0,7.0,2.5943925503754266,1.3979400086720377,0.8450980400142568,1586649600
04/13/2020,14561,397.0,25.0,7.0,2.598790506763115,1.3979400086720377,0.8450980400142568,1586736000
04/14/2020,14881,407.0,26.0,7.0,2.60959440922522,1.414973347970818,0.8450980400142568,1586822400
04/15/2020,15201,419.0,31.0,9.0,2.622214022966295,1.4913616938342726,0.9542425094393249,1586908800
04/16/2020,15521,426.0,35.0,9.0,2.629409599102719,1.5440680443502757,0.9542425094393249,1586995200
04/17/2020,15841,442.0,41.0,10.0,2.645422269349092,1.6127838567197355,1.0,1587081600
04/18/2020,16161,457.0,46.0,10.0,2.6599162000698504,1.662757831681574,1.0,1587168000
04/19/2020,16481,472.0,46.0,15.0,2.673941998634088,1.662757831681574,1.1760912590556813,1587254400
04/20/2020,16801,477.0,46.0,25.0,2.678518379040114,1.662757831681574,1.3979400086720377,1587340800
04/21/2020,17121,494.0,46.0,29.0,2.693726948923647,1.662757831681574,1.462397997898956,1587427200
04/22/2020,17441,510.0,46.0,30.0,2.7075701760979363,1.662757831681574,1.4771212547196624,1587513600
04/23/2020,17760,519.0,47.0,31.0,2.7151673578484576,1.6720978579357175,1.4913616938342726,1587600000
04/24/2020,18080,591.0,55.0,58.0,2.7715874808812555,1.7403626894942439,1.7634279935629373,1587686400
04/25/2020,18399,627.0,59.0,65.0,2.7972675408307164,1.7708520116421442,1.8129133566428555,1587772800
04/26/2020,18718,627.0,59.0,65.0,2.7972675408307164,1.7708520116421442,1.8129133566428555,1587859200
04/27/2020,19037,661.0,61.0,79.0,2.82020145948564,1.7853298350107671,1.8976270912904414,1587945600
04/28/2020,19358,702.0,64.0,79.0,2.846337112129805,1.806179973983887,1.8976270912904414,1588032000
04/29/2020,19679,738.0,66.0,73.0,2.8680563618230415,1.8195439355418688,1.863322860120456,1588118400
04/30/2020,20001,771.0,71.0,79.0,2.8870543780509568,1.8512583487190752,1.8976270912904414,1588204800
05/01/2020,20324,804.0,75.0,112.0,2.905256048748451,1.8750612633917,2.0492180226701815,1588291200
05/02/2020,20647,1010.0,76.0,116.0,3.0043213737826426,1.8808135922807914,2.0644579892269186,1588377600
05/03/2020,20970,1055.0,82.0,118.0,3.0232524596337114,1.9138138523837167,2.0718820073061255,1588464000
05/04/2020,21293,1178.0,83.0,122.0,3.0711452904510828,1.919078092376074,2.0863598306747484,1588550400
05/05/2020,21616,1270.0,93.0,122.0,3.103803720955957,1.968482948553935,2.0863598306747484,1588636800
05/06/2020,21939,1461.0,99.0,132.0,3.1646502159342966,1.99563519459755,2.12057393120585,1588723200
05/07/2020,22262,1685.0,105.0,154.0,3.2265999052073573,2.0211892990699383,2.187520720836463,1588809600
05/08/2020,22585,1771.0,107.0,192.0,3.248218561190075,2.0293837776852097,2.2833012287035497,1588896000
05/09/2020,22908,1830.0,108.0,195.0,3.2624510897304293,2.03342375548695,2.290034611362518,1588982400
05/10/2020,23231,1972.0,108.0,203.0,3.2949069106051923,2.03342375548695,2.307496037913213,1589068800
05/11/2020,23554,2100.0,116.0,206.0,3.322219294733919,2.0644579892269186,2.3138672203691533,1589155200
05/12/2020,23877,2080.0,121.0,211.0,3.3180633349627615,2.0827853703164503,2.3242824552976926,1589241600
05/13/2020,24200,2255.0,123.0,237.0,3.3531465462139796,2.089905111439398,2.374748346010104,1589328000
05/14/2020,24523,2318.0,133.0,253.0,3.3651134316275773,2.123851640967086,2.403120521175818,1589414400
05/15/2020,24900,2460.0,134.0,264.0,3.3909351071033793,2.1271047983648077,2.4216039268698313,1589500800
05/16/2020,25277,2565.0,138.0,278.0,3.409087369447835,2.1398790864012365,2.444044795918076,1589587200
05/17/2020,25654,2646.0,142.0,319.0,3.422589839851482,2.1522883443830563,2.503790683057181,1589673600
05/18/2020,26031,2798.0,146.0,340.0,3.446847710155809,2.164352855784437,2.531478917042255,1589760000
02/04/2020,728,17.0,1.0,0.0,1.2304489213782739,0.0,-inf,1580774400
02/05/2020,798,21.0,1.0,0.0,1.3222192947339193,0.0,-inf,1580860800
02/06/2020,869,24.0,1.0,0.0,1.380211241711606,0.0,-inf,1580947200
02/07/2020,939,25.0,1.0,0.0,1.3979400086720377,0.0,-inf,1581033600
02/08/2020,1012,26.0,1.0,0.0,1.414973347970818,0.0,-inf,1581120000
02/09/2020,1084,29.0,1.0,0.0,1.462397997898956,0.0,-inf,1581206400
02/10/2020,1155,38.0,1.0,0.0,1.5797835966168101,0.0,-inf,1581292800
02/11/2020,1226,49.0,1.0,0.0,1.6901960800285136,0.0,-inf,1581379200
02/12/2020,1299,50.0,1.0,1.0,1.6989700043360187,0.0,0.0,1581465600
02/13/2020,1373,53.0,1.0,1.0,1.724275869600789,0.0,0.0,1581552000
02/14/2020,1447,56.0,1.0,1.0,1.7481880270062005,0.0,0.0,1581638400
02/15/2020,1522,56.0,1.0,1.0,1.7481880270062005,0.0,0.0,1581724800
02/16/2020,1598,57.0,1.0,2.0,1.7558748556724915,0.0,0.3010299956639812,1581811200
02/17/2020,1673,60.0,1.0,2.0,1.7781512503836436,0.0,0.3010299956639812,1581897600
02/18/2020,1748,62.0,1.0,2.0,1.792391689498254,0.0,0.3010299956639812,1581984000
02/19/2020,1823,63.0,2.0,5.0,1.7993405494535817,0.3010299956639812,0.6989700043360189,1582070400
02/20/2020,1900,68.0,2.0,6.0,1.8325089127062364,0.3010299956639812,0.7781512503836436,1582156800
02/21/2020,1976,68.0,2.0,5.0,1.8325089127062364,0.3010299956639812,0.6989700043360189,1582243200
02/22/2020,2060,69.0,2.0,6.0,1.8388490907372552,0.3010299956639812,0.7781512503836436,1582329600
02/23/2020,2144,74.0,2.0,11.0,1.8692317197309762,0.3010299956639812,1.0413926851582251,1582416000
02/24/2020,2227,79.0,2.0,19.0,1.8976270912904414,0.3010299956639812,1.2787536009528289,1582502400
02/25/2020,2318,84.0,2.0,19.0,1.9242792860618816,0.3010299956639812,1.2787536009528289,1582588800
02/26/2020,2411,91.0,2.0,24.0,1.9590413923210936,0.3010299956639812,1.380211241711606,1582675200
02/27/2020,2512,92.0,2.0,24.0,1.9637878273455553,0.3010299956639812,1.380211241711606,1582761600
02/28/2020,2615,94.0,2.0,30.0,1.9731278535996986,0.3010299956639812,1.4771212547196624,1582848000
02/29/2020,2731,95.0,2.0,33.0,1.9777236052888478,0.3010299956639812,1.5185139398778875,1582934400
03/01/2020,2851,96.0,2.0,36.0,1.9822712330395684,0.3010299956639812,1.5563025007672873,1583020800
03/02/2020,2977,100.0,2.0,36.0,2.0,0.3010299956639812,1.5563025007672873,1583107200
03/03/2020,3118,100.0,2.0,37.0,2.0,0.3010299956639812,1.568201724066995,1583193600
03/04/2020,3269,105.0,2.0,37.0,2.0211892990699383,0.3010299956639812,1.568201724066995,1583280000
03/05/2020,3431,105.0,2.0,43.0,2.0211892990699383,0.3010299956639812,1.6334684555795864,1583366400
03/06/2020,3608,107.0,2.0,46.0,2.0293837776852097,0.3010299956639812,1.662757831681574,1583452800
03/07/2020,3808,108.0,2.0,51.0,2.03342375548695,0.3010299956639812,1.7075701760979363,1583539200
03/08/2020,4033,114.0,3.0,58.0,2.0569048513364727,0.47712125471966244,1.7634279935629373,1583625600
03/09/2020,4290,115.0,3.0,59.0,2.060697840353612,0.47712125471966244,1.7708520116421442,1583712000
