date_sec,Confirmed,Deaths,Recovered
1584835200,40.0,1.0,1.0
1584921600,40.0,1.0,1.0
1585008000,74.0,1.0,1.0
1585094400,84.0,2.0,2.0
1585180800,94.0,4.0,2.0
1585267200,110.0,4.0,2.0
1585353600,110.0,4.0,2.0
1585440000,120.0,4.0,2.0
1585526400,170.0,4.0,2.0
1585612800,174.0,4.0,5.0
1585699200,237.0,4.0,5.0
1585785600,273.0,6.0,10.0
1585872000,281.0,6.0,10.0
1585958400,299.0,7.0,10.0
1586044800,349.0,7.0,15.0
1586131200,367.0,11.0,18.0
1586217600,423.0,14.0,18.0
1586304000,444.0,14.0,29.0
1586390400,484.0,15.0,32.0
1586476800,521.0,15.0,32.0
1586563200,555.0,18.0,32.0
1586649600,607.0,18.0,32.0
1586736000,665.0,21.0,32.0
1586822400,714.0,23.0,40.0
1586908800,784.0,25.0,43.0
1586995200,840.0,30.0,54.0
1587081600,906.0,30.0,99.0
1587168000,933.0,30.0,112.0
1587254400,996.0,33.0,131.0
1587340800,1026.0,36.0,135.0
1587427200,1092.0,36.0,150.0
1587513600,1176.0,40.0,166.0
1587600000,1279.0,42.0,179.0
1587686400,1351.0,43.0,188.0
1587772800,1463.0,47.0,188.0
1587859200,1531.0,50.0,207.0
1587945600,1703.0,57.0,220.0
1588032000,1828.0,58.0,228.0
1588118400,1939.0,60.0,252.0
1588204800,2171.0,64.0,260.0
1588291200,2335.0,68.0,310.0
1588377600,2469.0,72.0,331.0
1588464000,2704.0,85.0,345.0
1588550400,2894.0,90.0,397.0
1588636800,3224.0,95.0,421.0
1588723200,3392.0,104.0,458.0
1588809600,3563.0,106.0,468.0
1588896000,3778.0,109.0,472.0
1588982400,4033.0,115.0,502.0
1589068800,4402.0,120.0,558.0
1589155200,4687.0,122.0,558.0
1589241600,4963.0,127.0,610.0
1589328000,5226.0,132.0,648.0
1589414400,5639.0,136.0,691.0
1589500800,6053.0,153.0,745.0
1589587200,6402.0,168.0,745.0
1589673600,6664.0,169.0,778.0
1589760000,7072.0,173.0,801.0
1583884800,12.0,1.0,0.0
1583971200,23.0,1.0,0.0
1584057600,33.0,1.0,0.0
1584144000,38.0,1.0,0.0
1584230400,42.0,1.0,0.0
1584316800,51.0,1.0,0.0
1584403200,55.0,1.0,0.0
1584489600,59.0,2.0,0.0
1584576000,64.0,2.0,0.0
1584662400,70.0,2.0,0.0
1584748800,76.0,2.0,2.0
1584835200,89.0,2.0,2.0
1584921600,104.0,4.0,2.0
1585008000,123.0,5.0,10.0
1585094400,146.0,5.0,17.0
1585180800,174.0,6.0,17.0
1585267200,186.0,8.0,31.0
1585353600,197.0,10.0,31.0
1585440000,212.0,10.0,33.0
1585526400,223.0,11.0,44.0
1585612800,243.0,15.0,52.0
1585699200,259.0,15.0,67.0
1585785600,277.0,16.0,76.0
1585872000,304.0,17.0,89.0
1585958400,333.0,20.0,99.0
1586044800,361.0,20.0,104.0
1586131200,377.0,21.0,116.0
1586217600,383.0,22.0,131.0
1586304000,400.0,22.0,154.0
1586390400,409.0,23.0,165.0
1586476800,416.0,23.0,182.0
1586563200,433.0,23.0,197.0
1586649600,446.0,23.0,217.0
1586736000,467.0,23.0,232.0
1586822400,475.0,24.0,248.0
1586908800,494.0,25.0,251.0
1586995200,518.0,26.0,277.0
1587081600,539.0,26.0,283.0
1587168000,548.0,26.0,302.0
1587254400,562.0,26.0,314.0
1587340800,584.0,26.0,327.0
1587427200,609.0,26.0,345.0
1587513600,634.0,27.0,356.0
1587600000,663.0,27.0,385.0
1587686400,678.0,27.0,394.0
1587772800,712.0,27.0,403.0
1587859200,726.0,28.0,410.0
1587945600,736.0,28.0,422.0
1588032000,750.0,30.0,431.0
1588118400,766.0,30.0,455.0
1588204800,773.0,31.0,470.0
1588291200,782.0,31.0,488.0
1588377600,789.0,31.0,519.0
1588464000,795.0,31.0,531.0
1588550400,803.0,31.0,543.0
1588636800,820.0,31.0,570.0
1588723200,832.0,31.0,595.0
1588809600,842.0,31.0,605.0
1588896000,850.0,31.0,620.0
1588982400,856.0,31.0,627.0
1589068800,868.0,31.0,650.0
1589155200,872.0,31.0,654.0
1589241600,876.0,31.0,682.0
1589328000,880.0,31.0,688.0
1589414400,898.0,31.0,694.0
1589500800,916.0,31.0,705.0
1589587200,933.0,31.0,714.0
1589673600,946.0,31.0,715.0
1589760000,948.0,31.0,727.0
1583971200,24.0,1.0,8.0
1584057600,26.0,2.0,8.0
1584144000,37.0,3.0,12.0
1584230400,48.0,4.0,12.0
1584316800,54.0,4.0,12.0
1584403200,60.0,4.0,12.0
1584489600,74.0,7.0,12.0
1584576000,87.0,9.0,32.0
1584662400,90.0,11.0,32.0
1584748800,139.0,15.0,32.0
1584835200,201.0,17.0,65.0
1584921600,230.0,17.0,65.0
1585008000,264.0,19.0,24.0
1585094400,302.0,21.0,65.0
1585180800,367.0,25.0,29.0
1585267200,409.0,26.0,29.0
1585353600,454.0,29.0,31.0
1585440000,511.0,31.0,31.0
1585526400,584.0,35.0,37.0
1585612800,716.0,44.0,46.0
1585699200,847.0,58.0,61.0
1585785600,986.0,86.0,61.0
1585872000,1171.0,105.0,62.0
1585958400,1251.0,130.0,90.0
1586044800,1320.0,152.0,90.0
1586131200,1423.0,173.0,90.0
1586217600,1468.0,193.0,113.0
1586304000,1572.0,205.0,237.0
1586390400,1666.0,235.0,347.0
1586476800,1761.0,256.0,405.0
1586563200,1825.0,275.0,460.0
1586649600,1914.0,293.0,591.0
1586736000,1983.0,313.0,601.0
1586822400,2070.0,326.0,691.0
1586908800,2160.0,336.0,708.0
1586995200,2268.0,348.0,783.0
1587081600,2418.0,364.0,846.0
1587168000,2534.0,367.0,894.0
1587254400,2629.0,375.0,1047.0
1587340800,2718.0,384.0,1099.0
1587427200,2811.0,392.0,1152.0
1587513600,2910.0,402.0,1204.0
1587600000,3007.0,407.0,1355.0
1587686400,3127.0,415.0,1408.0
1587772800,3256.0,419.0,1479.0
1587859200,3382.0,425.0,1508.0
1587945600,3517.0,432.0,1558.0
1588032000,3649.0,437.0,1651.0
1588118400,3848.0,444.0,1702.0
1588204800,4006.0,450.0,1779.0
1588291200,4154.0,453.0,1821.0
1588377600,4295.0,459.0,1872.0
1588464000,4474.0,463.0,1936.0
1588550400,4648.0,465.0,1998.0
1588636800,4838.0,470.0,2067.0
1588723200,4997.0,476.0,2197.0
1588809600,5182.0,483.0,2323.0
1588896000,5369.0,488.0,2467.0
1588982400,5558.0,494.0,2546.0
1589068800,5723.0,502.0,2678.0
1589155200,5891.0,507.0,2841.0
1589241600,6067.0,515.0,2998.0
1589328000,6253.0,522.0,3058.0
1589414400,6442.0,529.0,3158.0
1589500800,6629.0,536.0,3271.0
1589587200,6821.0,542.0,3409.0
1589673600,7019.0,548.0,3507.0
1589760000,7201.0,555.0,3625.0
1584835200,113.0,1.0,1.0
1584921600,133.0,1.0,1.0
1585008000,164.0,1.0,1.0
1585094400,188.0,1.0,1.0
1585180800,224.0,3.0,1.0
1585267200,267.0,3.0,1.0
1585353600,308.0,3.0,1.0
1585440000,334.0,6.0,1.0
1585526400,370.0,8.0,10.0
1585612800,376.0,12.0,10.0
1585699200,390.0,14.0,10.0
1585785600,428.0,15.0,10.0
1585872000,439.0,16.0,16.0
1585958400,466.0,17.0,21.0
1586044800,501.0,18.0,26.0
1586131200,525.0,21.0,31.0
1586217600,545.0,22.0,39.0
1586304000,564.0,23.0,52.0
1586390400,583.0,25.0,58.0
1586476800,601.0,26.0,71.0
1586563200,601.0,26.0,71.0
1586649600,638.0,29.0,128.0
1586736000,646.0,29.0,128.0
1586822400,659.0,31.0,128.0
1586908800,673.0,33.0,169.0
1586995200,673.0,33.0,169.0
1587081600,696.0,35.0,191.0
1587168000,704.0,35.0,205.0
1587254400,713.0,36.0,235.0
1587340800,717.0,37.0,248.0
1587427200,717.0,37.0,282.0
1587513600,723.0,37.0,309.0
1587600000,723.0,37.0,333.0
1587686400,731.0,40.0,344.0
1587772800,738.0,40.0,344.0
1587859200,738.0,40.0,344.0
1587945600,743.0,40.0,385.0
1588032000,743.0,41.0,398.0
1588118400,743.0,42.0,423.0
1588204800,745.0,42.0,468.0
1588291200,745.0,43.0,468.0
1588377600,747.0,44.0,472.0
1588464000,748.0,45.0,493.0
1588550400,750.0,45.0,499.0
1588636800,751.0,46.0,514.0
1588723200,751.0,46.0,521.0
1588809600,752.0,47.0,526.0
1588896000,752.0,47.0,537.0
1588982400,754.0,48.0,545.0
1589068800,755.0,48.0,550.0
1589155200,755.0,48.0,550.0
1589241600,758.0,48.0,568.0
1589328000,760.0,49.0,576.0
1589414400,761.0,49.0,596.0
1589500800,761.0,49.0,604.0
1589587200,761.0,51.0,615.0
1589673600,761.0,51.0,617.0
1589760000,761.0,51.0,624.0
1585440000,7.0,2.0,0.0
1585526400,7.0,2.0,0.0
1585612800,7.0,2.0,1.0
1585699200,8.0,2.0,1.0
1585785600,8.0,2.0,1.0
1585872000,8.0,2.0,1.0
1585958400,10.0,2.0,2.0
1586044800,14.0,2.0,2.0
1586131200,16.0,2.0,2.0
1586217600,17.0,2.0,2.0
1586304000,19.0,2.0,2.0
1586390400,19.0,2.0,2.0
1586476800,19.0,2.0,2.0
1586563200,19.0,2.0,4.0
1586649600,19.0,2.0,4.0
1586736000,19.0,2.0,4.0
1586822400,19.0,2.0,5.0
1586908800,19.0,2.0,5.0
1586995200,19.0,2.0,5.0
1587081600,19.0,2.0,5.0
1587168000,24.0,2.0,6.0
1587254400,24.0,2.0,6.0
1587340800,24.0,2.0,6.0
1587427200,24.0,2.0,6.0
1587513600,25.0,2.0,6.0
1587600000,25.0,2.0,6.0
1587686400,25.0,2.0,6.0
1587772800,25.0,2.0,6.0
1587859200,26.0,2.0,6.0
1587945600,27.0,2.0,6.0
1588032000,27.0,2.0,6.0
1588118400,27.0,2.0,7.0
1588204800,27.0,2.0,7.0
1588291200,30.0,2.0,11.0
1588377600,35.0,2.0,11.0
1588464000,35.0,2.0,11.0
1588550400,35.0,2.0,11.0
1588636800,36.0,2.0,11.0
1588723200,36.0,2.0,11.0
1588809600,36.0,2.0,11.0
1588896000,43.0,2.0,11.0
1588982400,43.0,2.0,13.0
1589068800,45.0,2.0,13.0
1589155200,45.0,2.0,13.0
1589241600,45.0,2.0,13.0
1589328000,45.0,2.0,14.0
1589414400,48.0,2.0,14.0
1589500800,48.0,2.0,17.0
1589587200,48.0,2.0,17.0
1589673600,48.0,2.0,17.0
1589760000,50.0,3.0,17.0
1586217600,19.0,1.0,0.0
1586304000,19.0,2.0,0.0
1586390400,19.0,2.0,0.0
1586476800,19.0,2.0,0.0
1586563200,21.0,2.0,0.0
1586649600,21.0,2.0,0.0
1586736000,23.0,2.0,0.0
1586822400,23.0,2.0,3.0
1586908800,23.0,2.0,3.0
1586995200,23.0,3.0,3.0
1587081600,23.0,3.0,3.0
1587168000,23.0,3.0,3.0
1587254400,23.0,3.0,3.0
1587340800,23.0,3.0,3.0
1587427200,23.0,3.0,7.0
1587513600,24.0,3.0,10.0
1587600000,24.0,3.0,10.0
1587686400,24.0,3.0,11.0
1587772800,24.0,3.0,11.0
1587859200,24.0,3.0,11.0
1587945600,24.0,3.0,11.0
1588032000,24.0,3.0,11.0
1588118400,24.0,3.0,11.0
1588204800,24.0,3.0,11.0
1588291200,25.0,3.0,15.0
1588377600,25.0,3.0,15.0
1588464000,25.0,3.0,15.0
1588550400,25.0,3.0,15.0
1588636800,25.0,3.0,16.0
1588723200,25.0,3.0,16.0
1588809600,25.0,3.0,16.0
1588896000,25.0,3.0,16.0
1588982400,25.0,3.0,19.0
1589068800,25.0,3.0,19.0
1589155200,25.0,3.0,19.0
1589241600,25.0,3.0,19.0
1589328000,25.0,3.0,19.0
1589414400,25.0,3.0,19.0
1589500800,25.0,3.0,19.0
1589587200,25.0,3.0,19.0
1589673600,25.0,3.0,19.0
1589760000,25.0,3.0,19.0
1583625600,12.0,1.0,0.0
1583712000,12.0,1.0,0.0
1583798400,17.0,1.0,0.0
1583884800,19.0,1.0,0.0
1583971200,19.0,1.0,0.0
1584057600,31.0,2.0,0.0
1584144000,34.0,2.0,1.0
1584230400,45.0,2.0,1.0
1584316800,56.0,2.0,1.0
1584403200,68.0,2.0,3.0
1584489600,79.0,2.0,3.0
1584576000,97.0,3.0,3.0
1584662400,128.0,3.0,3.0
1584748800,158.0,4.0,3.0
1584835200,266.0,4.0,27.0
1584921600,266.0,4.0,27.0
1585008000,387.0,6.0,52.0
1585094400,387.0,8.0,52.0
1585180800,502.0,9.0,63.0
1585267200,589.0,13.0,72.0
1585353600,690.0,18.0,72.0
1585440000,745.0,19.0,72.0
1585526400,820.0,23.0,228.0
1585612800,1054.0,27.0,240.0
1585699200,1054.0,28.0,248.0
1585785600,1133.0,36.0,256.0
1585872000,1265.0,39.0,266.0
1585958400,1451.0,43.0,279.0
1586044800,1451.0,44.0,280.0
1586131200,1554.0,48.0,325.0
1586217600,1628.0,56.0,338.0
1586304000,1715.0,63.0,358.0
1586390400,1795.0,72.0,365.0
1586476800,1975.0,82.0,375.0
1586563200,1975.0,83.0,440.0
1586649600,2142.0,90.0,468.0
1586736000,2208.0,97.0,515.0
1586822400,2277.0,102.0,559.0
1586908800,2443.0,111.0,596.0
1586995200,2571.0,115.0,631.0
1587081600,2669.0,123.0,666.0
1587168000,2758.0,129.0,685.0
1587254400,2839.0,132.0,709.0
1587340800,2941.0,136.0,737.0
1587427200,3031.0,147.0,840.0
1587513600,3144.0,152.0,872.0
1587600000,3435.0,165.0,919.0
1587686400,3607.0,176.0,976.0
1587772800,3780.0,185.0,1030.0
1587859200,3892.0,192.0,1107.0
1587945600,4003.0,197.0,1140.0
1588032000,4127.0,207.0,1162.0
1588118400,4285.0,214.0,1192.0
1588204800,4428.0,218.0,1256.0
1588291200,4532.0,225.0,1292.0
1588377600,4681.0,237.0,1320.0
1588464000,4783.0,246.0,1354.0
1588550400,4887.0,260.0,1442.0
1588636800,5020.0,264.0,1472.0
1588723200,5208.0,273.0,1524.0
1588809600,5371.0,282.0,1601.0
1588896000,5611.0,293.0,1659.0
1588982400,5776.0,300.0,1728.0
1589068800,6034.0,305.0,1757.0
1589155200,6278.0,314.0,1837.0
1589241600,6563.0,319.0,1862.0
1589328000,6879.0,329.0,2266.0
1589414400,7134.0,353.0,2385.0
1589500800,7479.0,356.0,2497.0
1589587200,7805.0,363.0,2534.0
1589673600,8068.0,373.0,2569.0
1589760000,8371.0,382.0,2625.0
1585180800,290.0,1.0,18.0
1585267200,329.0,1.0,28.0
1585353600,407.0,1.0,30.0
1585440000,424.0,3.0,30.0
1585526400,482.0,3.0,30.0
1585612800,532.0,3.0,30.0
1585699200,571.0,4.0,31.0
1585785600,663.0,7.0,33.0
1585872000,736.0,7.0,43.0
1585958400,770.0,7.0,43.0
1586044800,822.0,7.0,57.0
1586131200,833.0,8.0,62.0
1586217600,853.0,8.0,87.0
1586304000,881.0,9.0,114.0
1586390400,921.0,10.0,138.0
1586476800,937.0,12.0,149.0
1586563200,967.0,13.0,173.0
1586649600,1013.0,13.0,197.0
1586736000,1039.0,14.0,211.0
1586822400,1067.0,16.0,265.0
1586908800,1111.0,17.0,297.0
1586995200,1159.0,18.0,358.0
1587081600,1201.0,19.0,402.0
1587168000,1248.0,20.0,523.0
1587254400,1291.0,20.0,545.0
1587340800,1339.0,22.0,580.0
1587427200,1401.0,24.0,609.0
1587513600,1473.0,24.0,633.0
1587600000,1523.0,24.0,659.0
1587686400,1596.0,27.0,728.0
1587772800,1677.0,28.0,803.0
1587859200,1746.0,28.0,833.0
1587945600,1808.0,29.0,848.0
1588032000,1867.0,30.0,866.0
1588118400,1932.0,30.0,900.0
1588204800,2066.0,32.0,929.0
1588291200,2148.0,33.0,977.0
1588377600,2273.0,33.0,1010.0
1588464000,2386.0,35.0,1035.0
1588550400,2507.0,39.0,1071.0
1588636800,2619.0,40.0,1111.0
1588723200,2782.0,40.0,1135.0
1588809600,2884.0,42.0,1185.0
1588896000,3029.0,43.0,1218.0
1588982400,3175.0,44.0,1267.0
1589068800,3313.0,45.0,1325.0
1589155200,3392.0,46.0,1359.0
1589241600,3538.0,47.0,1430.0
1589328000,3718.0,48.0,1500.0
1589414400,3860.0,49.0,1572.0
1589500800,4044.0,52.0,1666.0
1589587200,4283.0,55.0,1791.0
1589673600,4472.0,60.0,1925.0
1589760000,4823.0,61.0,2019.0
1583020800,2.0,1.0,0.0
1583107200,2.0,1.0,0.0
1583193600,2.0,1.0,0.0
1583280000,24.0,2.0,4.0
1583366400,25.0,2.0,4.0
1583452800,29.0,2.0,4.0
1583539200,31.0,2.0,4.0
1583625600,41.0,4.0,4.0
1583712000,52.0,4.0,4.0
1583798400,61.0,3.0,4.0
1583884800,74.0,3.0,4.0
1583971200,74.0,3.0,4.0
1584057600,106.0,3.0,4.0
1584144000,129.0,3.0,4.0
1584230400,151.0,3.0,4.0
1584316800,199.0,3.0,4.0
1584403200,241.0,5.0,4.0
1584489600,302.0,6.0,4.0
1584576000,359.0,6.0,4.0
1584662400,417.0,7.0,4.0
1584748800,526.0,7.0,4.0
1584835200,789.0,7.0,5.0
1584921600,809.0,7.0,5.0
1585008000,993.0,8.0,5.0
1585094400,1204.0,8.0,5.0
1585180800,2463.0,13.0,162.0
1585267200,2765.0,13.0,184.0
1585353600,3205.0,14.0,231.0
1585440000,3527.0,16.0,231.0
1585526400,3975.0,17.0,246.0
1585612800,4205.0,18.0,352.0
1585699200,4476.0,20.0,416.0
1585785600,4728.0,24.0,514.0
1585872000,4912.0,28.0,603.0
1585958400,5117.0,30.0,654.0
1586044800,5253.0,35.0,710.0
1586131200,5358.0,40.0,1025.0
1586217600,5867.0,45.0,1078.0
1586304000,5982.0,50.0,1078.0
1586390400,6080.0,51.0,1470.0
1586476800,6187.0,54.0,1791.0
1586563200,6275.0,57.0,1804.0
1586649600,6287.0,60.0,1804.0
1586736000,6323.0,61.0,1804.0
1586822400,6387.0,62.0,2180.0
1586908800,6412.0,63.0,2180.0
1586995200,6434.0,63.0,2349.0
1587081600,6494.0,66.0,3799.0
1587168000,6519.0,67.0,4115.0
1587254400,6519.0,67.0,4115.0
1587340800,6519.0,67.0,4115.0
1587427200,6519.0,67.0,4115.0
1587513600,6519.0,67.0,4115.0
1587600000,6634.0,75.0,4115.0
1587686400,6649.0,79.0,4115.0
1587772800,6666.0,80.0,4223.0
1587859200,6686.0,83.0,5518.0
1587945600,6693.0,83.0,5565.0
1588032000,6716.0,89.0,5640.0
1588118400,6724.0,91.0,5690.0
1588204800,6738.0,93.0,5717.0
1588291200,6751.0,93.0,5751.0
1588377600,6770.0,94.0,5790.0
1588464000,6793.0,95.0,5825.0
1588550400,6818.0,96.0,5863.0
1588636800,6846.0,97.0,5949.0
1588723200,6865.0,97.0,6004.0
1588809600,6884.0,97.0,6051.0
1588896000,6889.0,97.0,6095.0
1588982400,6910.0,97.0,6114.0
1589068800,6919.0,97.0,6140.0
1589155200,6941.0,97.0,6186.0
1589241600,6951.0,98.0,6243.0
1589328000,6960.0,98.0,6270.0
1589414400,6990.0,98.0,6307.0
1589500800,7006.0,98.0,6332.0
1589587200,7015.0,98.0,6337.0
1589673600,7025.0,99.0,6365.0
1589760000,7039.0,99.0,6386.0
1583971200,302.0,1.0,4.0
1584057600,504.0,1.0,6.0
1584144000,655.0,1.0,6.0
1584230400,860.0,1.0,6.0
1584316800,1018.0,3.0,6.0
1584403200,1332.0,3.0,1.0
1584489600,1646.0,4.0,9.0
1584576000,2013.0,6.0,9.0
1584662400,2388.0,6.0,9.0
1584748800,2814.0,8.0,9.0
1584835200,3580.0,16.0,9.0
1584921600,4474.0,21.0,9.0
1585008000,5283.0,28.0,9.0
1585094400,5588.0,30.0,9.0
1585180800,6909.0,49.0,112.0
1585267200,7657.0,58.0,225.0
1585353600,8271.0,68.0,225.0
1585440000,8788.0,86.0,479.0
1585526400,9618.0,108.0,636.0
1585612800,10180.0,128.0,1095.0
1585699200,10711.0,146.0,1436.0
1585785600,11129.0,158.0,1749.0
1585872000,11524.0,168.0,2022.0
1585958400,11781.0,186.0,2507.0
1586044800,12051.0,204.0,2998.0
1586131200,12297.0,220.0,3463.0
1586217600,12639.0,243.0,4046.0
1586304000,12942.0,273.0,4512.0
1586390400,13244.0,295.0,5240.0
1586476800,13555.0,319.0,6064.0
1586563200,13806.0,337.0,6604.0
1586649600,13945.0,350.0,6987.0
1586736000,14041.0,368.0,7343.0
1586822400,14226.0,384.0,7633.0
1586908800,14336.0,393.0,8098.0
1586995200,14476.0,410.0,8986.0
1587081600,14595.0,431.0,9704.0
1587168000,14671.0,443.0,10214.0
1587254400,14749.0,452.0,10501.0
1587340800,14795.0,470.0,10631.0
1587427200,14873.0,491.0,10971.0
1587513600,14925.0,510.0,11328.0
1587600000,15002.0,522.0,11694.0
1587686400,15071.0,530.0,11872.0
1587772800,15148.0,536.0,12103.0
1587859200,15225.0,542.0,12282.0
1587945600,15274.0,549.0,12362.0
1588032000,15357.0,569.0,12580.0
1588118400,15402.0,580.0,12779.0
1588204800,15452.0,584.0,12907.0
1588291200,15531.0,589.0,13110.0
1588377600,15558.0,596.0,13180.0
1588464000,15597.0,598.0,13228.0
1588550400,15621.0,600.0,13316.0
1588636800,15650.0,606.0,13462.0
1588723200,15684.0,608.0,13639.0
1588809600,15752.0,609.0,13698.0
1588896000,15774.0,614.0,13836.0
1588982400,15833.0,615.0,13928.0
1589068800,15871.0,618.0,13991.0
1589155200,15882.0,620.0,14061.0
1589241600,15961.0,623.0,14148.0
1589328000,15997.0,624.0,14304.0
1589414400,16058.0,626.0,14405.0
1589500800,16109.0,628.0,14471.0
1589587200,16201.0,629.0,14524.0
1589673600,16242.0,629.0,14563.0
1589760000,16269.0,629.0,14614.0
1584057600,15.0,1.0,3.0
1584144000,15.0,1.0,3.0
1584230400,23.0,1.0,6.0
1584316800,15.0,1.0,6.0
1584403200,28.0,1.0,6.0
1584489600,28.0,1.0,6.0
1584576000,44.0,1.0,6.0
1584662400,44.0,1.0,6.0
1584748800,53.0,1.0,11.0
1584835200,65.0,1.0,11.0
1584921600,72.0,1.0,10.0
1585008000,87.0,1.0,10.0
1585094400,93.0,2.0,10.0
1585180800,122.0,3.0,15.0
1585267200,165.0,3.0,15.0
1585353600,182.0,4.0,15.0
1585440000,209.0,4.0,15.0
1585526400,273.0,4.0,26.0
1585612800,298.0,5.0,26.0
1585699200,359.0,5.0,26.0
1585785600,400.0,5.0,26.0
1585872000,443.0,5.0,32.0
1585958400,521.0,5.0,32.0
1586044800,584.0,7.0,32.0
1586131200,641.0,7.0,44.0
1586217600,717.0,8.0,44.0
1586304000,822.0,8.0,63.0
1586390400,926.0,9.0,101.0
1586476800,991.0,10.0,159.0
1586563200,1058.0,11.0,200.0
1586649600,1098.0,11.0,250.0
1586736000,1148.0,12.0,289.0
1586822400,1197.0,13.0,351.0
1586908800,1253.0,13.0,404.0
1586995200,1283.0,15.0,460.0
1587081600,1340.0,15.0,528.0
1587168000,1373.0,18.0,590.0
1587254400,1398.0,19.0,712.0
1587340800,1436.0,19.0,791.0
1587427200,1480.0,20.0,865.0
1587513600,1518.0,20.0,907.0
1587600000,1548.0,20.0,948.0
1587686400,1592.0,21.0,1013.0
1587772800,1617.0,21.0,1080.0
1587859200,1645.0,21.0,1139.0
1587945600,1678.0,22.0,1162.0
1588032000,1717.0,22.0,1221.0
1588118400,1766.0,23.0,1267.0
1588204800,1804.0,24.0,1325.0
1588291200,1854.0,25.0,1365.0
1588377600,1894.0,25.0,1411.0
1588464000,1932.0,25.0,1441.0
1588550400,1984.0,26.0,1480.0
1588636800,2060.0,26.0,1508.0
1588723200,2127.0,28.0,1536.0
1588809600,2204.0,28.0,1551.0
1588896000,2279.0,28.0,1576.0
1588982400,2422.0,31.0,1620.0
1589068800,2519.0,32.0,1650.0
1589155200,2589.0,32.0,1680.0
1589241600,2693.0,33.0,1680.0
1589328000,2758.0,35.0,1789.0
1589414400,2879.0,35.0,1833.0
1589500800,2980.0,36.0,1886.0
1589587200,3138.0,36.0,1944.0
1589673600,3274.0,39.0,2015.0
1589760000,3387.0,40.0,2055.0
1585699200,21.0,1.0,1.0
1585785600,24.0,1.0,1.0
1585872000,24.0,1.0,1.0
1585958400,28.0,4.0,0.0
1586044800,28.0,4.0,0.0
1586131200,29.0,5.0,4.0
1586217600,33.0,6.0,5.0
1586304000,40.0,7.0,5.0
1586390400,41.0,8.0,5.0
1586476800,42.0,8.0,5.0
1586563200,46.0,8.0,5.0
1586649600,46.0,8.0,5.0
1586736000,47.0,8.0,6.0
1586822400,49.0,8.0,6.0
1586908800,49.0,8.0,6.0
1586995200,53.0,8.0,6.0
1587081600,54.0,9.0,6.0
1587168000,55.0,9.0,10.0
1587254400,55.0,9.0,10.0
1587340800,60.0,9.0,11.0
1587427200,65.0,9.0,12.0
1587513600,65.0,9.0,12.0
1587600000,72.0,11.0,14.0
1587686400,73.0,11.0,15.0
1587772800,78.0,11.0,15.0
1587859200,80.0,11.0,22.0
1587945600,80.0,11.0,22.0
1588032000,80.0,11.0,23.0
1588118400,80.0,11.0,23.0
1588204800,81.0,11.0,25.0
1588291200,81.0,11.0,24.0
1588377600,83.0,11.0,24.0
1588464000,83.0,11.0,24.0
1588550400,83.0,11.0,25.0
1588636800,89.0,11.0,26.0
1588723200,92.0,11.0,26.0
1588809600,92.0,11.0,26.0
1588896000,92.0,11.0,31.0
1588982400,92.0,11.0,37.0
1589068800,92.0,11.0,37.0
1589155200,93.0,11.0,39.0
1589241600,93.0,11.0,39.0
1589328000,94.0,11.0,41.0
1589414400,96.0,11.0,41.0
1589500800,96.0,11.0,41.0
1589587200,96.0,11.0,42.0
1589673600,96.0,11.0,42.0
1589760000,96.0,11.0,43.0
1584316800,214.0,1.0,77.0
1584403200,228.0,1.0,81.0
1584489600,256.0,1.0,88.0
1584576000,278.0,1.0,100.0
1584662400,285.0,1.0,100.0
1584748800,305.0,1.0,125.0
1584835200,334.0,2.0,149.0
1584921600,377.0,2.0,164.0
1585008000,392.0,3.0,177.0
1585094400,419.0,4.0,177.0
1585180800,458.0,4.0,204.0
1585267200,466.0,4.0,227.0
1585353600,476.0,4.0,265.0
1585440000,499.0,4.0,272.0
1585526400,515.0,4.0,279.0
1585612800,567.0,4.0,295.0
1585699200,569.0,4.0,337.0
1585785600,643.0,4.0,381.0
1585872000,672.0,4.0,382.0
1585958400,688.0,4.0,423.0
1586044800,700.0,4.0,431.0
1586131200,756.0,4.0,458.0
1586217600,811.0,5.0,458.0
1586304000,823.0,5.0,477.0
1586390400,887.0,5.0,519.0
1586476800,925.0,6.0,539.0
1586563200,1040.0,6.0,555.0
1586649600,1136.0,6.0,558.0
1586736000,1361.0,6.0,591.0
1586822400,1528.0,7.0,645.0
1586908800,1671.0,7.0,663.0
1586995200,1700.0,7.0,703.0
1587081600,1740.0,7.0,725.0
1587168000,1773.0,7.0,755.0
1587254400,1881.0,7.0,759.0
1587340800,1907.0,7.0,769.0
1587427200,1973.0,7.0,784.0
1587513600,2027.0,7.0,1026.0
1587600000,2217.0,8.0,1082.0
1587686400,2518.0,8.0,1113.0
1587772800,2588.0,8.0,1160.0
1587859200,2647.0,8.0,1189.0
1587945600,2723.0,8.0,1218.0
1588032000,2811.0,8.0,1310.0
1588118400,2921.0,8.0,1455.0
1588204800,3040.0,8.0,1500.0
1588291200,3170.0,8.0,1555.0
1588377600,3284.0,8.0,1568.0
1588464000,3383.0,8.0,1718.0
1588550400,3533.0,8.0,1744.0
1588636800,3720.0,8.0,1762.0
1588723200,3934.0,8.0,1860.0
1588809600,4199.0,8.0,2000.0
1588896000,4444.0,8.0,2028.0
1588982400,4774.0,8.0,2055.0
