Country/Region,ObservationDate,SNo,Confirmed,date_sec
 Azerbaijan,02/28/2020,2664,1.0,1582848000
"('St. Martin',)",03/10/2020,4675,2.0,1583798400
Afghanistan,02/24/2020,2259,1.0,1582502400
Afghanistan,02/25/2020,2352,1.0,1582588800
Afghanistan,02/26/2020,2453,1.0,1582675200
Afghanistan,02/27/2020,2557,1.0,1582761600
Afghanistan,02/28/2020,2665,1.0,1582848000
Afghanistan,02/29/2020,2783,1.0,1582934400
Afghanistan,03/01/2020,2911,1.0,1583020800
Afghanistan,03/02/2020,3042,1.0,1583107200
Afghanistan,03/03/2020,3190,1.0,1583193600
Afghanistan,03/04/2020,3349,1.0,1583280000
Afghanistan,03/05/2020,3520,1.0,1583366400
Afghanistan,03/06/2020,3706,1.0,1583452800
Afghanistan,03/07/2020,3920,1.0,1583539200
Afghanistan,03/08/2020,4116,4.0,1583625600
Afghanistan,03/09/2020,4374,4.0,1583712000
Afghanistan,03/10/2020,4644,5.0,1583798400
Afghanistan,03/11/2020,4854,7.0,1583884800
Afghanistan,03/12/2020,5078,7.0,1583971200
Afghanistan,03/13/2020,5379,7.0,1584057600
Afghanistan,03/14/2020,5535,11.0,1584144000
Afghanistan,03/15/2020,5780,16.0,1584230400
Afghanistan,03/16/2020,6038,21.0,1584316800
Afghanistan,03/17/2020,6325,22.0,1584403200
Afghanistan,03/18/2020,6608,22.0,1584489600
Afghanistan,03/19/2020,6901,22.0,1584576000
Afghanistan,03/20/2020,7197,24.0,1584662400
Afghanistan,03/21/2020,7503,24.0,1584748800
Afghanistan,03/22/2020,7618,40.0,1584835200
Afghanistan,03/23/2020,7916,40.0,1584921600
Afghanistan,03/24/2020,8210,74.0,1585008000
Afghanistan,03/25/2020,8508,84.0,1585094400
Afghanistan,03/26/2020,8810,94.0,1585180800
Afghanistan,03/27/2020,9116,110.0,1585267200
Afghanistan,03/28/2020,9423,110.0,1585353600
Afghanistan,03/29/2020,9734,120.0,1585440000
Afghanistan,03/30/2020,10045,170.0,1585526400
Afghanistan,03/31/2020,10357,174.0,1585612800
Afghanistan,04/01/2020,10670,237.0,1585699200
Afghanistan,04/02/2020,10983,273.0,1585785600
Afghanistan,04/03/2020,11298,281.0,1585872000
Afghanistan,04/04/2020,11613,299.0,1585958400
Afghanistan,04/05/2020,11929,349.0,1586044800
Afghanistan,04/06/2020,12248,367.0,1586131200
Afghanistan,04/07/2020,12568,423.0,1586217600
Afghanistan,04/08/2020,12888,444.0,1586304000
Afghanistan,04/09/2020,13208,484.0,1586390400
Afghanistan,04/10/2020,13528,521.0,1586476800
Afghanistan,04/11/2020,13849,555.0,1586563200
Afghanistan,04/12/2020,14170,607.0,1586649600
Afghanistan,04/13/2020,14490,665.0,1586736000
Afghanistan,04/14/2020,14810,714.0,1586822400
Afghanistan,04/15/2020,15130,784.0,1586908800
Afghanistan,04/16/2020,15450,840.0,1586995200
Afghanistan,04/17/2020,15770,906.0,1587081600
Afghanistan,04/18/2020,16090,933.0,1587168000
Afghanistan,04/19/2020,16410,996.0,1587254400
Afghanistan,04/20/2020,16730,1026.0,1587340800
Afghanistan,04/21/2020,17050,1092.0,1587427200
Afghanistan,04/22/2020,17370,1176.0,1587513600
Afghanistan,04/23/2020,17689,1279.0,1587600000
Albania,03/09/2020,4403,2.0,1583712000
Albania,03/10/2020,4620,10.0,1583798400
Albania,03/11/2020,4829,12.0,1583884800
Albania,03/12/2020,5028,23.0,1583971200
Albania,03/13/2020,5191,33.0,1584057600
Albania,03/14/2020,5485,38.0,1584144000
Albania,03/15/2020,5741,42.0,1584230400
Albania,03/16/2020,6004,51.0,1584316800
Albania,03/17/2020,6286,55.0,1584403200
Albania,03/18/2020,6563,59.0,1584489600
Albania,03/19/2020,6857,64.0,1584576000
Albania,03/20/2020,7158,70.0,1584662400
Albania,03/21/2020,7460,76.0,1584748800
Albania,03/22/2020,7619,89.0,1584835200
Albania,03/23/2020,7917,104.0,1584921600
Albania,03/24/2020,8211,123.0,1585008000
Albania,03/25/2020,8509,146.0,1585094400
Albania,03/26/2020,8811,174.0,1585180800
Albania,03/27/2020,9117,186.0,1585267200
Albania,03/28/2020,9424,197.0,1585353600
Albania,03/29/2020,9735,212.0,1585440000
Albania,03/30/2020,10046,223.0,1585526400
Albania,03/31/2020,10358,243.0,1585612800
Albania,04/01/2020,10671,259.0,1585699200
Albania,04/02/2020,10984,277.0,1585785600
Albania,04/03/2020,11299,304.0,1585872000
Albania,04/04/2020,11614,333.0,1585958400
Albania,04/05/2020,11930,361.0,1586044800
Albania,04/06/2020,12249,377.0,1586131200
Albania,04/07/2020,12569,383.0,1586217600
Albania,04/08/2020,12889,400.0,1586304000
Albania,04/09/2020,13209,409.0,1586390400
Albania,04/10/2020,13529,416.0,1586476800
Albania,04/11/2020,13850,433.0,1586563200
Albania,04/12/2020,14171,446.0,1586649600
Albania,04/13/2020,14491,467.0,1586736000
Albania,04/14/2020,14811,475.0,1586822400
Albania,04/15/2020,15131,494.0,1586908800
Albania,04/16/2020,15451,518.0,1586995200
Albania,04/17/2020,15771,539.0,1587081600
Albania,04/18/2020,16091,548.0,1587168000
Albania,04/19/2020,16411,562.0,1587254400
Albania,04/20/2020,16731,584.0,1587340800
Albania,04/21/2020,17051,609.0,1587427200
Albania,04/22/2020,17371,634.0,1587513600
Albania,04/23/2020,17690,663.0,1587600000
Algeria,02/25/2020,2353,1.0,1582588800
Algeria,02/26/2020,2454,1.0,1582675200
Algeria,02/27/2020,2558,1.0,1582761600
Algeria,02/28/2020,2666,1.0,1582848000
Algeria,02/29/2020,2784,1.0,1582934400
Algeria,03/01/2020,2912,1.0,1583020800
Algeria,03/02/2020,3023,3.0,1583107200
Algeria,03/03/2020,3161,5.0,1583193600
Algeria,03/04/2020,3301,12.0,1583280000
Algeria,03/05/2020,3468,12.0,1583366400
Algeria,03/06/2020,3640,17.0,1583452800
Algeria,03/07/2020,3843,17.0,1583539200
Algeria,03/08/2020,4070,19.0,1583625600
Algeria,03/09/2020,4325,20.0,1583712000
Algeria,03/10/2020,4597,20.0,1583798400
Algeria,03/11/2020,4812,20.0,1583884800
Algeria,03/12/2020,5025,24.0,1583971200
Algeria,03/13/2020,5211,26.0,1584057600
Algeria,03/14/2020,5489,37.0,1584144000
Algeria,03/15/2020,5732,48.0,1584230400
Algeria,03/16/2020,5995,54.0,1584316800
Algeria,03/17/2020,6280,60.0,1584403200
Algeria,03/18/2020,6557,74.0,1584489600
Algeria,03/19/2020,6841,87.0,1584576000
Algeria,03/20/2020,7138,90.0,1584662400
Algeria,03/21/2020,7427,139.0,1584748800
Algeria,03/22/2020,7620,201.0,1584835200
Algeria,03/23/2020,7918,230.0,1584921600
Algeria,03/24/2020,8212,264.0,1585008000
Algeria,03/25/2020,8510,302.0,1585094400
Algeria,03/26/2020,8812,367.0,1585180800
Algeria,03/27/2020,9118,409.0,1585267200
Algeria,03/28/2020,9425,454.0,1585353600
Algeria,03/29/2020,9736,511.0,1585440000
Algeria,03/30/2020,10047,584.0,1585526400
Algeria,03/31/2020,10359,716.0,1585612800
Algeria,04/01/2020,10672,847.0,1585699200
Algeria,04/02/2020,10985,986.0,1585785600
Algeria,04/03/2020,11300,1171.0,1585872000
Algeria,04/04/2020,11615,1251.0,1585958400
Algeria,04/05/2020,11931,1320.0,1586044800
Algeria,04/06/2020,12250,1423.0,1586131200
Algeria,04/07/2020,12570,1468.0,1586217600
Algeria,04/08/2020,12890,1572.0,1586304000
Algeria,04/09/2020,13210,1666.0,1586390400
Algeria,04/10/2020,13530,1761.0,1586476800
Algeria,04/11/2020,13851,1825.0,1586563200
Algeria,04/12/2020,14172,1914.0,1586649600
Algeria,04/13/2020,14492,1983.0,1586736000
Algeria,04/14/2020,14812,2070.0,1586822400
Algeria,04/15/2020,15132,2160.0,1586908800
Algeria,04/16/2020,15452,2268.0,1586995200
Algeria,04/17/2020,15772,2418.0,1587081600
Algeria,04/18/2020,16092,2534.0,1587168000
Algeria,04/19/2020,16412,2629.0,1587254400
Algeria,04/20/2020,16732,2718.0,1587340800
Algeria,04/21/2020,17052,2811.0,1587427200
Algeria,04/22/2020,17372,2910.0,1587513600
Algeria,04/23/2020,17691,3007.0,1587600000
Andorra,03/02/2020,3043,1.0,1583107200
Andorra,03/03/2020,3191,1.0,1583193600
Andorra,03/04/2020,3350,1.0,1583280000
Andorra,03/05/2020,3521,1.0,1583366400
Andorra,03/06/2020,3707,1.0,1583452800
Andorra,03/07/2020,3921,1.0,1583539200
Andorra,03/08/2020,4168,1.0,1583625600
Andorra,03/09/2020,4433,1.0,1583712000
Andorra,03/10/2020,4680,1.0,1583798400
Andorra,03/11/2020,4898,1.0,1583884800
Andorra,03/12/2020,5120,1.0,1583971200
Andorra,03/13/2020,5273,1.0,1584057600
Andorra,03/14/2020,5596,1.0,1584144000
Andorra,03/15/2020,5849,1.0,1584230400
Andorra,03/16/2020,6111,2.0,1584316800
Andorra,03/17/2020,6297,39.0,1584403200
Andorra,03/18/2020,6579,39.0,1584489600
Andorra,03/19/2020,6863,53.0,1584576000
Andorra,03/20/2020,7152,75.0,1584662400
Andorra,03/21/2020,7450,88.0,1584748800
Andorra,03/22/2020,7621,113.0,1584835200
Andorra,03/23/2020,7919,133.0,1584921600
Andorra,03/24/2020,8213,164.0,1585008000
Andorra,03/25/2020,8511,188.0,1585094400
Andorra,03/26/2020,8813,224.0,1585180800
Andorra,03/27/2020,9119,267.0,1585267200
Andorra,03/28/2020,9426,308.0,1585353600
Andorra,03/29/2020,9737,334.0,1585440000
Andorra,03/30/2020,10048,370.0,1585526400
Andorra,03/31/2020,10360,376.0,1585612800
Andorra,04/01/2020,10673,390.0,1585699200
Andorra,04/02/2020,10986,428.0,1585785600
Andorra,04/03/2020,11301,439.0,1585872000
Andorra,04/04/2020,11616,466.0,1585958400
Andorra,04/05/2020,11932,501.0,1586044800
Andorra,04/06/2020,12251,525.0,1586131200
Andorra,04/07/2020,12571,545.0,1586217600
Andorra,04/08/2020,12891,564.0,1586304000
Andorra,04/09/2020,13211,583.0,1586390400
Andorra,04/10/2020,13531,601.0,1586476800
Andorra,04/11/2020,13852,601.0,1586563200
Andorra,04/12/2020,14173,638.0,1586649600
Andorra,04/13/2020,14493,646.0,1586736000
Andorra,04/14/2020,14813,659.0,1586822400
Andorra,04/15/2020,15133,673.0,1586908800
Andorra,04/16/2020,15453,673.0,1586995200
Andorra,04/17/2020,15773,696.0,1587081600
Andorra,04/18/2020,16093,704.0,1587168000
Andorra,04/19/2020,16413,713.0,1587254400
Andorra,04/20/2020,16733,717.0,1587340800
Andorra,04/21/2020,17053,717.0,1587427200
Andorra,04/22/2020,17373,723.0,1587513600
Andorra,04/23/2020,17692,723.0,1587600000
Angola,03/20/2020,7278,1.0,1584662400
Angola,03/21/2020,7569,2.0,1584748800
Angola,03/22/2020,7622,2.0,1584835200
Angola,03/23/2020,7920,3.0,1584921600
Angola,03/24/2020,8214,3.0,1585008000
Angola,03/25/2020,8512,3.0,1585094400
Angola,03/26/2020,8814,4.0,1585180800
Angola,03/27/2020,9120,4.0,1585267200
Angola,03/28/2020,9427,5.0,1585353600
Angola,03/29/2020,9738,7.0,1585440000
Angola,03/30/2020,10049,7.0,1585526400
Angola,03/31/2020,10361,7.0,1585612800
Angola,04/01/2020,10674,8.0,1585699200
Angola,04/02/2020,10987,8.0,1585785600
Angola,04/03/2020,11302,8.0,1585872000
Angola,04/04/2020,11617,10.0,1585958400
Angola,04/05/2020,11933,14.0,1586044800
Angola,04/06/2020,12252,16.0,1586131200
Angola,04/07/2020,12572,17.0,1586217600
Angola,04/08/2020,12892,19.0,1586304000
Angola,04/09/2020,13212,19.0,1586390400
Angola,04/10/2020,13532,19.0,1586476800
Angola,04/11/2020,13853,19.0,1586563200
Angola,04/12/2020,14174,19.0,1586649600
Angola,04/13/2020,14494,19.0,1586736000
Angola,04/14/2020,14814,19.0,1586822400
Angola,04/15/2020,15134,19.0,1586908800
Angola,04/16/2020,15454,19.0,1586995200
Angola,04/17/2020,15774,19.0,1587081600
Angola,04/18/2020,16094,24.0,1587168000
Angola,04/19/2020,16414,24.0,1587254400
Angola,04/20/2020,16734,24.0,1587340800
Angola,04/21/2020,17054,24.0,1587427200
Angola,04/22/2020,17374,25.0,1587513600
Angola,04/23/2020,17693,25.0,1587600000
Antigua and Barbuda,03/13/2020,5275,1.0,1584057600
Antigua and Barbuda,03/14/2020,5597,1.0,1584144000
Antigua and Barbuda,03/15/2020,5850,1.0,1584230400
Antigua and Barbuda,03/16/2020,6123,1.0,1584316800
Antigua and Barbuda,03/17/2020,6404,1.0,1584403200
Antigua and Barbuda,03/18/2020,6686,1.0,1584489600
Antigua and Barbuda,03/19/2020,6980,1.0,1584576000
Antigua and Barbuda,03/20/2020,7279,1.0,1584662400
Antigua and Barbuda,03/21/2020,7583,1.0,1584748800
Antigua and Barbuda,03/22/2020,7623,1.0,1584835200
Antigua and Barbuda,03/23/2020,7921,3.0,1584921600
Antigua and Barbuda,03/24/2020,8215,3.0,1585008000
Antigua and Barbuda,03/25/2020,8513,3.0,1585094400
Antigua and Barbuda,03/26/2020,8815,7.0,1585180800
Antigua and Barbuda,03/27/2020,9121,7.0,1585267200
Antigua and Barbuda,03/28/2020,9428,7.0,1585353600
Antigua and Barbuda,03/29/2020,9739,7.0,1585440000
Antigua and Barbuda,03/30/2020,10050,7.0,1585526400
Antigua and Barbuda,03/31/2020,10362,7.0,1585612800
Antigua and Barbuda,04/01/2020,10675,7.0,1585699200
Antigua and Barbuda,04/02/2020,10988,9.0,1585785600
Antigua and Barbuda,04/03/2020,11303,15.0,1585872000
Antigua and Barbuda,04/04/2020,11618,15.0,1585958400
Antigua and Barbuda,04/05/2020,11934,15.0,1586044800
Antigua and Barbuda,04/06/2020,12253,15.0,1586131200
Antigua and Barbuda,04/07/2020,12573,19.0,1586217600
Antigua and Barbuda,04/08/2020,12893,19.0,1586304000
Antigua and Barbuda,04/09/2020,13213,19.0,1586390400
Antigua and Barbuda,04/10/2020,13533,19.0,1586476800
Antigua and Barbuda,04/11/2020,13854,21.0,1586563200
Antigua and Barbuda,04/12/2020,14175,21.0,1586649600
Antigua and Barbuda,04/13/2020,14495,23.0,1586736000
Antigua and Barbuda,04/14/2020,14815,23.0,1586822400
Antigua and Barbuda,04/15/2020,15135,23.0,1586908800
Antigua and Barbuda,04/16/2020,15455,23.0,1586995200
Antigua and Barbuda,04/17/2020,15775,23.0,1587081600
Antigua and Barbuda,04/18/2020,16095,23.0,1587168000
Antigua and Barbuda,04/19/2020,16415,23.0,1587254400
Antigua and Barbuda,04/20/2020,16735,23.0,1587340800
Antigua and Barbuda,04/21/2020,17055,23.0,1587427200
Antigua and Barbuda,04/22/2020,17375,24.0,1587513600
Antigua and Barbuda,04/23/2020,17694,24.0,1587600000
Argentina,03/03/2020,3192,1.0,1583193600
Argentina,03/04/2020,3351,1.0,1583280000
Argentina,03/05/2020,3522,1.0,1583366400
Argentina,03/06/2020,3685,2.0,1583452800
Argentina,03/07/2020,3860,8.0,1583539200
Argentina,03/08/2020,4082,12.0,1583625600
Argentina,03/09/2020,4343,12.0,1583712000
Argentina,03/10/2020,4603,17.0,1583798400
Argentina,03/11/2020,4815,19.0,1583884800
Argentina,03/12/2020,5036,19.0,1583971200
Argentina,03/13/2020,5282,31.0,1584057600
Argentina,03/14/2020,5491,34.0,1584144000
Argentina,03/15/2020,5736,45.0,1584230400
Argentina,03/16/2020,5991,56.0,1584316800
Argentina,03/17/2020,6267,68.0,1584403200
Argentina,03/18/2020,6549,79.0,1584489600
Argentina,03/19/2020,6835,97.0,1584576000
Argentina,03/20/2020,7122,128.0,1584662400
Argentina,03/21/2020,7420,158.0,1584748800
Argentina,03/22/2020,7624,266.0,1584835200
Argentina,03/23/2020,7922,266.0,1584921600
Argentina,03/24/2020,8216,387.0,1585008000
Argentina,03/25/2020,8514,387.0,1585094400
Argentina,03/26/2020,8816,502.0,1585180800
Argentina,03/27/2020,9122,589.0,1585267200
Argentina,03/28/2020,9429,690.0,1585353600
Argentina,03/29/2020,9740,745.0,1585440000
Argentina,03/30/2020,10051,820.0,1585526400
Argentina,03/31/2020,10363,1054.0,1585612800
Argentina,04/01/2020,10676,1054.0,1585699200
Argentina,04/02/2020,10989,1133.0,1585785600
Argentina,04/03/2020,11304,1265.0,1585872000
Argentina,04/04/2020,11619,1451.0,1585958400
Argentina,04/05/2020,11935,1451.0,1586044800
Argentina,04/06/2020,12254,1554.0,1586131200
Argentina,04/07/2020,12574,1628.0,1586217600
Argentina,04/08/2020,12894,1715.0,1586304000
Argentina,04/09/2020,13214,1795.0,1586390400
Argentina,04/10/2020,13534,1975.0,1586476800
Argentina,04/11/2020,13855,1975.0,1586563200
Argentina,04/12/2020,14176,2142.0,1586649600
Argentina,04/13/2020,14496,2208.0,1586736000
Argentina,04/14/2020,14816,2277.0,1586822400
Argentina,04/15/2020,15136,2443.0,1586908800
Argentina,04/16/2020,15456,2571.0,1586995200
Argentina,04/17/2020,15776,2669.0,1587081600
Argentina,04/18/2020,16096,2758.0,1587168000
Argentina,04/19/2020,16416,2839.0,1587254400
Argentina,04/20/2020,16736,2941.0,1587340800
Argentina,04/21/2020,17056,3031.0,1587427200
Argentina,04/22/2020,17376,3144.0,1587513600
Argentina,04/23/2020,17695,3435.0,1587600000
Armenia,03/01/2020,2913,1.0,1583020800
Armenia,03/02/2020,3044,1.0,1583107200
Armenia,03/03/2020,3193,1.0,1583193600
Armenia,03/04/2020,3352,1.0,1583280000
Armenia,03/05/2020,3523,1.0,1583366400
Armenia,03/06/2020,3708,1.0,1583452800
Armenia,03/07/2020,3922,1.0,1583539200
Armenia,03/08/2020,4169,1.0,1583625600
Armenia,03/09/2020,4434,1.0,1583712000
Armenia,03/10/2020,4681,1.0,1583798400
Armenia,03/11/2020,4899,1.0,1583884800
Armenia,03/12/2020,5096,4.0,1583971200
Armenia,03/13/2020,5249,8.0,1584057600
Armenia,03/14/2020,5518,18.0,1584144000
Armenia,03/15/2020,5764,26.0,1584230400
Armenia,03/16/2020,6001,52.0,1584316800
Armenia,03/17/2020,6255,78.0,1584403200
Armenia,03/18/2020,6545,84.0,1584489600
Armenia,03/19/2020,6827,115.0,1584576000
Armenia,03/20/2020,7117,136.0,1584662400
Armenia,03/21/2020,7419,160.0,1584748800
Armenia,03/22/2020,7625,194.0,1584835200
Armenia,03/23/2020,7923,235.0,1584921600
Armenia,03/24/2020,8217,249.0,1585008000
Armenia,03/25/2020,8515,265.0,1585094400
Armenia,03/26/2020,8817,290.0,1585180800
Armenia,03/27/2020,9123,329.0,1585267200
Armenia,03/28/2020,9430,407.0,1585353600
Armenia,03/29/2020,9741,424.0,1585440000
Armenia,03/30/2020,10052,482.0,1585526400
Armenia,03/31/2020,10364,532.0,1585612800
Armenia,04/01/2020,10677,571.0,1585699200
Armenia,04/02/2020,10990,663.0,1585785600
Armenia,04/03/2020,11305,736.0,1585872000
Armenia,04/04/2020,11620,770.0,1585958400
Armenia,04/05/2020,11936,822.0,1586044800
Armenia,04/06/2020,12255,833.0,1586131200
Armenia,04/07/2020,12575,853.0,1586217600
Armenia,04/08/2020,12895,881.0,1586304000
Armenia,04/09/2020,13215,921.0,1586390400
Armenia,04/10/2020,13535,937.0,1586476800
Armenia,04/11/2020,13856,967.0,1586563200
Armenia,04/12/2020,14177,1013.0,1586649600
Armenia,04/13/2020,14497,1039.0,1586736000
Armenia,04/14/2020,14817,1067.0,1586822400
Armenia,04/15/2020,15137,1111.0,1586908800
Armenia,04/16/2020,15457,1159.0,1586995200
Armenia,04/17/2020,15777,1201.0,1587081600
Armenia,04/18/2020,16097,1248.0,1587168000
Armenia,04/19/2020,16417,1291.0,1587254400
Armenia,04/20/2020,16737,1339.0,1587340800
Armenia,04/21/2020,17057,1401.0,1587427200
Armenia,04/22/2020,17377,1473.0,1587513600
Armenia,04/23/2020,17696,1523.0,1587600000
Aruba,03/13/2020,5280,2.0,1584057600
Aruba,03/14/2020,5579,2.0,1584144000
Aruba,03/15/2020,5835,2.0,1584230400
Aruba,03/16/2020,6112,2.0,1584316800
Aruba,03/17/2020,6383,3.0,1584403200
Aruba,03/18/2020,6660,4.0,1584489600
Aruba,03/19/2020,6951,4.0,1584576000
Australia,01/25/2020,167,4.0,1579910400
Australia,01/26/2020,213,4.0,1579996800
Australia,01/27/2020,533,5.0,1580083200
Australia,01/28/2020,635,5.0,1580169600
Australia,01/29/2020,739,5.0,1580256000
Australia,01/30/2020,1275,9.0,1580342400
Australia,01/31/2020,1428,9.0,1580428800
Australia,02/01/2020,2153,12.0,1580515200
Australia,02/02/2020,2420,12.0,1580601600
Australia,02/03/2020,2690,12.0,1580688000
Australia,02/04/2020,2959,13.0,1580774400
Australia,02/05/2020,3239,13.0,1580860800
Australia,02/06/2020,3523,14.0,1580947200
Australia,02/07/2020,3814,15.0,1581033600
Australia,02/08/2020,4103,15.0,1581120000
Australia,02/09/2020,4391,15.0,1581206400
Australia,02/10/2020,4682,15.0,1581292800
Australia,02/11/2020,4970,15.0,1581379200
Australia,02/12/2020,5262,15.0,1581465600
Australia,02/13/2020,5554,15.0,1581552000
Australia,02/14/2020,5850,15.0,1581638400
Australia,02/15/2020,6150,15.0,1581724800
Australia,02/16/2020,6450,15.0,1581811200
Australia,02/17/2020,6752,15.0,1581897600
Australia,02/18/2020,7052,15.0,1581984000
Australia,02/19/2020,7352,15.0,1582070400
Australia,02/20/2020,7659,15.0,1582156800
Australia,02/21/2020,9971,19.0,1582243200
Australia,02/22/2020,10389,22.0,1582329600
Australia,02/23/2020,10809,22.0,1582416000
Australia,02/24/2020,11232,22.0,1582502400
Australia,02/25/2020,11696,22.0,1582588800
Australia,02/26/2020,12172,22.0,1582675200
Australia,02/27/2020,12691,23.0,1582761600
Australia,02/28/2020,13223,23.0,1582848000
Australia,02/29/2020,13822,25.0,1582934400
Australia,03/01/2020,14436,27.0,1583020800
Australia,03/02/2020,18122,30.0,1583107200
Australia,03/03/2020,18975,39.0,1583193600
Australia,03/04/2020,23261,52.0,1583280000
Australia,03/05/2020,24416,55.0,1583366400
Australia,03/06/2020,21972,60.0,1583452800
Australia,03/07/2020,23197,63.0,1583539200
Australia,03/08/2020,24581,76.0,1583625600
Australia,03/09/2020,26112,91.0,1583712000
Australia,03/10/2020,32393,107.0,1583798400
Australia,03/11/2020,33860,128.0,1583884800
Australia,03/12/2020,35426,128.0,1583971200
Australia,03/13/2020,41718,200.0,1584057600
Australia,03/14/2020,44194,250.0,1584144000
Australia,03/15/2020,46195,297.0,1584230400
Australia,03/16/2020,48281,377.0,1584316800
Australia,03/17/2020,50511,452.0,1584403200
Australia,03/18/2020,52708,568.0,1584489600
Australia,03/19/2020,55021,681.0,1584576000
Australia,03/20/2020,57366,791.0,1584662400
Australia,03/21/2020,59708,1071.0,1584748800
Australia,03/22/2020,63006,1490.0,1584835200
Australia,03/23/2020,65371,1682.0,1584921600
Australia,03/24/2020,67748,2044.0,1585008000
Australia,03/25/2020,70164,2364.0,1585094400
Australia,03/26/2020,72601,2810.0,1585180800
Australia,03/27/2020,75057,3143.0,1585267200
Australia,03/28/2020,77538,3640.0,1585353600
Australia,03/29/2020,80026,3984.0,1585440000
Australia,03/30/2020,82522,4361.0,1585526400
Australia,03/31/2020,85026,4559.0,1585612800
Australia,04/01/2020,87530,4862.0,1585699200
Australia,04/02/2020,90049,5116.0,1585785600
Australia,04/03/2020,92569,5330.0,1585872000
Australia,04/04/2020,95096,5550.0,1585958400
Australia,04/05/2020,97644,5687.0,1586044800
Australia,04/06/2020,100204,5797.0,1586131200
Australia,04/07/2020,102764,5895.0,1586217600
Australia,04/08/2020,105324,6010.0,1586304000
Australia,04/09/2020,107884,6108.0,1586390400
Australia,04/10/2020,110452,6215.0,1586476800
Australia,04/11/2020,113020,6303.0,1586563200
Australia,04/12/2020,115581,6315.0,1586649600
Australia,04/13/2020,118141,6351.0,1586736000
Australia,04/14/2020,120701,6415.0,1586822400
Australia,04/15/2020,123261,6440.0,1586908800
Australia,04/16/2020,125821,6462.0,1586995200
Australia,04/17/2020,128381,6522.0,1587081600
Australia,04/18/2020,130941,6547.0,1587168000
Australia,04/19/2020,133501,6547.0,1587254400
Australia,04/20/2020,136061,6547.0,1587340800
Australia,04/21/2020,138621,6547.0,1587427200
Australia,04/22/2020,141174,6547.0,1587513600
Australia,04/23/2020,143733,6661.0,1587600000
Austria,02/25/2020,2345,2.0,1582588800
Austria,02/26/2020,2442,2.0,1582675200
Austria,02/27/2020,2541,3.0,1582761600
Austria,02/28/2020,2650,3.0,1582848000
Austria,02/29/2020,2756,9.0,1582934400
Austria,03/01/2020,2871,14.0,1583020800
Austria,03/02/2020,2994,18.0,1583107200
Austria,03/03/2020,3136,21.0,1583193600
Austria,03/04/2020,3288,29.0,1583280000
Austria,03/05/2020,3448,41.0,1583366400
Austria,03/06/2020,3618,55.0,1583452800
Austria,03/07/2020,3812,79.0,1583539200
Austria,03/08/2020,4034,104.0,1583625600
Austria,03/09/2020,4286,131.0,1583712000
Austria,03/10/2020,4548,182.0,1583798400
Austria,03/11/2020,4754,246.0,1583884800
Austria,03/12/2020,4968,302.0,1583971200
Austria,03/13/2020,5221,504.0,1584057600
Austria,03/14/2020,5407,655.0,1584144000
Austria,03/15/2020,5653,860.0,1584230400
Austria,03/16/2020,5907,1018.0,1584316800
Austria,03/17/2020,6176,1332.0,1584403200
Austria,03/18/2020,6450,1646.0,1584489600
Austria,03/19/2020,6734,2013.0,1584576000
Austria,03/20/2020,7026,2388.0,1584662400
Austria,03/21/2020,7326,2814.0,1584748800
Austria,03/22/2020,7626,3580.0,1584835200
Austria,03/23/2020,7924,4474.0,1584921600
Austria,03/24/2020,8218,5283.0,1585008000
Austria,03/25/2020,8516,5588.0,1585094400
Austria,03/26/2020,8818,6909.0,1585180800
Austria,03/27/2020,9124,7657.0,1585267200
Austria,03/28/2020,9431,8271.0,1585353600
Austria,03/29/2020,9742,8788.0,1585440000
Austria,03/30/2020,10053,9618.0,1585526400
Austria,03/31/2020,10365,10180.0,1585612800
Austria,04/01/2020,10678,10711.0,1585699200
Austria,04/02/2020,10991,11129.0,1585785600
Austria,04/03/2020,11306,11524.0,1585872000
Austria,04/04/2020,11621,11781.0,1585958400
Austria,04/05/2020,11937,12051.0,1586044800
Austria,04/06/2020,12256,12297.0,1586131200
Austria,04/07/2020,12576,12639.0,1586217600
Austria,04/08/2020,12896,12942.0,1586304000
Austria,04/09/2020,13216,13244.0,1586390400
Austria,04/10/2020,13536,13555.0,1586476800
Austria,04/11/2020,13857,13806.0,1586563200
Austria,04/12/2020,14178,13945.0,1586649600
Austria,04/13/2020,14498,14041.0,1586736000
Austria,04/14/2020,14818,14226.0,1586822400
Austria,04/15/2020,15138,14336.0,1586908800
Austria,04/16/2020,15458,14476.0,1586995200
Austria,04/17/2020,15778,14595.0,1587081600
Austria,04/18/2020,16098,14671.0,1587168000
Austria,04/19/2020,16418,14749.0,1587254400
Austria,04/20/2020,16738,14795.0,1587340800
Austria,04/21/2020,17058,14873.0,1587427200
Austria,04/22/2020,17378,14925.0,1587513600
Austria,04/23/2020,17697,15002.0,1587600000
Azerbaijan,03/01/2020,2892,3.0,1583020800
Azerbaijan,03/02/2020,3025,3.0,1583107200
Azerbaijan,03/03/2020,3168,3.0,1583193600
Azerbaijan,03/04/2020,3327,3.0,1583280000
Azerbaijan,03/05/2020,3478,6.0,1583366400
Azerbaijan,03/06/2020,3661,6.0,1583452800
Azerbaijan,03/07/2020,3857,9.0,1583539200
Azerbaijan,03/08/2020,4092,9.0,1583625600
Azerbaijan,03/09/2020,4348,9.0,1583712000
Azerbaijan,03/10/2020,4618,11.0,1583798400
